0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.426622392,-1.310281994,-1.139340907,-1.230501263,-0.693099538,-0.982236012,-0.732251497,-0.7113839,-0.638771128,-0.563225023,-0.498890257,0.104594217,-0.908633817,-0.284499837,-1.156990112
2.362516487,-0.06166589,0.668657326,0.477606134,1.285336369,-0.982236012,-0.054422259,-0.551097592,-0.090954088,0.367193456,2.275208849,2.751498608,0.991891088,2.369730802,0.281169339
-1.027433983,-1.579247815,-1.528803871,-1.598446628,-1.119276676,-0.982236012,-0.91973618,-0.839612946,-0.784657187,-0.727416519,-1.096462113,-0.465578481,-1.318028058,-0.85625069,-1.466785682
-0.983322505,-1.559500394,-1.500209572,-1.571432147,-1.087986828,-0.982236012,-0.688985801,-0.07023867,1.46020177,-0.563225023,-1.052588496,-0.423716505,-1.287970407,-0.814272847,-1.444040548
-0.705884528,-1.435299505,-1.320366475,-1.401525275,-0.891190154,-0.982236012,-0.717829599,-0.583154854,0.483658351,-0.599712022,-0.776646538,-0.160426711,-1.098923605,-0.550254305,-1.300985624
-0.155817719,-1.189050643,-0.963797705,-1.06465672,-0.501008103,-0.982236012,-0.833204788,-0.807555684,-0.719157324,-0.67268602,-0.229545834,0.361588978,-0.724106963,-0.026793753,-1.017355509
0.155947612,-1.0494824,-0.761702653,-0.8737273,-0.27986181,-0.982236012,-0.616876308,-0.519040331,-0.475021469,-0.326059528,0.080538375,0.657455572,-0.511669432,0.269891758,-0.856600425
0.925576813,-0.70494186,-0.262807368,-0.402395685,0.266063693,-0.982236012,-0.400547828,-0.583154854,-0.189203883,-0.380790027,0.846017533,1.387836884,0.012757471,1.002294659,-0.459757687
0.283472898,-0.99239305,-0.679037177,-0.795629043,-0.189403566,-0.982236012,-0.501501118,0.570906561,-0.135613086,-0.362546527,0.207376012,0.778477599,-0.424773443,0.391248757,-0.790844755
0.805513994,-0.758690481,-0.340635463,-0.475923823,0.180898844,-0.982236012,-0.674563903,2.398170467,0.837953067,0.22124546,0.726602124,1.27389677,-0.069053578,0.888039175,-0.521665496
1.47365363,-0.459583859,0.092471433,-0.066745828,0.654834171,-0.982236012,-0.544766814,0.76325013,1.701360358,-0.088894033,1.391138975,1.907964062,0.386218129,1.523861474,-0.177153668
-0.657520131,-0.376024837,-0.445947811,-0.735882447,-0.993744243,-0.982236012,-0.126531753,-0.358754023,-0.623884795,-0.125381033,0.091881068,0.538367763,0.269009785,1.705886288,-0.402777958
-0.022337351,0.265811167,0.256250125,-0.127764025,-0.590337795,-0.982236012,-0.48707922,-0.2946395,-0.480976002,-0.472007525,1.006292211,1.366095513,1.161752731,3.071777413,0.225600241
-1.091306038,-0.814354436,-0.925500435,-1.151185269,-1.269242946,-0.982236012,-0.732251497,0.090047638,0.22761343,-0.709173019,-0.532598498,-0.026913041,-0.340671903,0.77307712,-0.831916806
-0.953980502,-0.675590483,-0.773686325,-1.019711005,-1.182027095,-0.982236012,-0.443813524,-0.358754023,-0.245771947,0.020566964,-0.334904221,0.15204042,-0.147662256,1.068380671,-0.69606241
0.049247237,0.338145568,0.335387267,-0.059229569,-0.544874213,-0.982236012,-0.097687955,-0.743441161,-0.659611993,0.075297463,1.10934561,1.459379765,1.262364143,3.225712243,0.296417958
-0.836585952,-0.556966283,-0.643906027,-0.907318493,-1.107469471,-0.982236012,-0.544766814,-0.807555684,-0.826338919,-0.526738023,-0.165902655,0.305021152,0.017334592,1.320824817,-0.579925483
-0.83919472,-0.559602377,-0.646790033,-0.909816104,-1.109126307,-0.982236012,-0.270750739,-0.647269377,-0.72213459,-0.380790027,-0.169658245,0.301621581,0.013667995,1.315214947,-0.582506304
-0.934258218,-0.655661618,-0.751883235,-1.000829063,-1.169501414,-0.982236012,-0.357282132,-0.326696762,-0.498839601,-0.344303028,-0.306511958,0.177741183,-0.119942786,1.110791288,-0.676551406
-0.723261079,-0.442454389,-0.518624778,-0.798822254,-1.035496512,-0.982236012,-0.443813524,-0.647269377,-0.519680467,-0.544981523,-0.002759809,0.452698553,0.17661155,1.564517566,-0.467814637
-1.023269374,-0.745605122,-0.850285541,-1.086047564,-1.226032661,-0.982236012,-0.515923017,-0.038181408,0.016227507,-0.472007525,-0.434652702,0.061747792,-0.245047063,0.919382527,-0.764609005
-0.668059553,-0.386674654,-0.457599198,-0.745972797,-1.000437861,-0.982236012,-0.732251497,-0.2946395,-0.034386024,-0.307816028,0.076708483,0.524633493,0.254196734,1.683222413,-0.413204473
-1.289154987,-1.014275754,-1.144223498,-1.340604116,-1.394897394,-0.982236012,-0.717829599,0.410620253,0.299067826,0.038810464,-0.817422472,-0.284736569,-0.618746591,0.347624586,-1.02764624
-1.315242665,-1.040636688,-1.173063564,-1.36558023,-1.411465755,-0.982236012,-0.833204788,-0.583154854,-0.707248258,-0.654442521,-0.854978375,-0.318732288,-0.655412557,0.291525887,-1.053454446
-1.130437555,-0.853895836,-0.968760534,-1.18864944,-1.294095487,-0.982236012,-0.48707922,-0.2946395,-0.218976548,-0.289572529,-0.588932354,-0.077906619,-0.395670852,0.688929071,-0.870629115
0.401013485,0.693596393,0.724266722,0.277548351,-0.321466436,-0.982236012,-0.386125929,0.410620253,0.23654523,0.057053963,1.615749415,1.917778031,1.756768032,3.982147101,0.644415807
-0.004180327,0.284158377,0.276322811,-0.11038065,-0.578806216,-0.982236012,-0.299594537,-0.390811285,-0.272567346,-0.125381033,1.03243112,1.389756533,1.187272244,3.110822107,0.243562752
0.329741949,0.621578324,0.645475661,0.209313608,-0.366731198,-0.982236012,0.089796728,-0.7113839,-0.46608967,-0.034163535,1.513146687,1.824901728,1.656596612,3.828885455,0.573907789
-0.960521187,0.513080634,0.201270746,-0.194597319,-0.36146028,0.014675802,0.378234701,6.405328155,2.939903231,0.65908945,0.342791191,-0.480540083,-0.449606478,0.518812241,-0.77027358
-1.159088767,0.158380484,-0.144835201,-0.491855316,-0.593864566,-0.113810318,0.72436027,2.526399513,0.951089195,0.330706457,-0.031625088,-0.658869019,-0.690960189,0.160832265,-0.957983263
-1.513168425,-0.474110018,-0.762000781,-1.021916721,-1.008280808,-0.342922854,-0.227485043,0.891479176,0.42411302,0.494897953,-0.699272788,-0.976859743,-1.121334772,-0.477506723,-1.292701452
-1.129023098,0.212086618,-0.092430339,-0.446846657,-0.558675587,-0.094355878,1.243548622,1.981426067,0.471749285,0.950985443,0.025066321,-0.631867739,-0.654416153,0.215035007,-0.929561619
-1.456757181,-0.37334293,-0.663675228,-0.937468426,-0.942256863,-0.306421115,-0.616876308,-0.390811285,-0.409521606,-0.326059528,-0.592904527,-0.926198114,-1.052768377,-0.375807866,-1.239374837
-0.65211939,1.063977029,0.738819202,0.267083792,-0.000505589,0.214231795,0.911844953,1.179994529,0.307999626,0.64084595,0.924309348,-0.203571586,-0.074752143,1.074802641,-0.478735536
-1.766561636,-0.926744885,-1.203668535,-1.401249332,-1.30485323,-0.506884719,-0.213063145,0.635021084,-0.138590352,-0.034163535,-1.177067517,-1.204426306,-1.429327606,-0.934326994,-1.53223884
-1.098164623,0.267208939,-0.038643604,-0.400651158,-0.522558705,-0.07438844,0.349390904,1.660853452,0.516408283,0.330706457,0.083252634,-0.604154459,-0.616908482,0.27066703,-0.900390519
-0.816779238,0.769846069,0.451814885,0.020586066,-0.193224131,0.107686179,1.027220142,1.40439536,0.1591363,0.312462958,0.613829019,-0.351448774,-0.274891891,0.777951923,-0.6343916
-0.68303885,1.008745771,0.684926169,0.220796996,-0.036693848,0.194224896,1.993487354,1.083822745,0.412203954,0.494897953,0.866008042,-0.231339636,-0.11233394,1.019060673,-0.507964286
-0.309748876,1.675551551,1.335575586,0.779616469,0.400206224,0.435767754,1.431033305,0.090047638,0.025159306,0.275975958,1.569878448,0.103903428,0.34139028,1.692032244,-0.155086223
-1.045168546,0.361875533,0.053729267,-0.321315408,-0.460531886,-0.040096537,0.262859512,0.218276684,-0.093931354,0.18475846,0.183181303,-0.556559912,-0.552493134,0.366208983,-0.850292327
-0.878557174,0.65949249,0.344135117,-0.071896229,-0.265529272,0.067711842,0.753204067,0.057990376,-0.433339738,-0.052407034,0.497341399,-0.406930105,-0.349981359,0.666577932,-0.69279145
-0.719812883,0.943056523,0.620828538,0.165745838,-0.079734323,0.170429709,2.5847852,0.122104899,0.543203681,0.549628452,0.796667435,-0.264365541,-0.157031817,0.952764012,-0.542727474
-1.135304566,0.200866067,-0.103379022,-0.456250089,-0.566027443,-0.098420396,0.089796728,2.013483328,0.781385003,0.294219458,0.013222071,-0.63750898,-0.662051114,0.203710702,-0.93549961
-1.264863893,-0.994990327,-1.184988387,-1.039842437,-1.047681566,-0.982236012,-0.314016436,0.76325013,0.620612611,-0.417277026,-1.099973736,-0.976192584,-0.986496015,-1.668394569,-1.304021015
-0.997492486,-0.725955903,-0.904031333,-0.723849173,-0.80611959,-0.982236012,-0.227485043,-0.166410454,-0.061181423,-0.052407034,-0.783733047,-0.784154171,-0.697622267,-1.540728743,-1.104480561
-0.050576464,0.226849818,0.090999281,0.395264827,0.049390382,-0.982236012,-0.169797449,-0.358754023,-0.403567073,-0.271329029,0.336257225,-0.104035635,0.325445919,-1.088590585,-0.397792982
-0.396150595,-0.120873741,-0.272134124,-0.013152434,-0.262825388,-0.982236012,-0.472657321,0.186219422,0.051954705,0.22124546,-0.072479828,-0.352242832,-0.047919713,-1.253597034,-0.655696471
0.656075829,0.937897399,0.833557912,1.230422808,0.687829345,-0.982236012,-0.054422259,0.635021084,0.486635617,0.878011445,1.172069139,0.403514466,1.088928068,-0.751174743,0.129584722
0.144930346,0.423572655,0.296440161,0.626324817,0.226024868,-0.982236012,-0.025578462,-0.102295931,0.70695334,9.470699749,0.567498137,0.036386326,0.536675629,-0.995239024,-0.251885393
0.523170203,0.804165116,0.693899099,1.073348111,0.567753133,-0.982236012,-0.126531753,0.250333945,0.632521677,0.148271461,1.014871452,0.308055547,0.945334006,-0.814635181,0.030396671
-0.575080767,-0.300916836,-0.460156076,-0.224621303,-0.424483384,-0.982236012,0.017687234,-0.2946395,-0.522657734,-0.289572529,-0.284114279,-0.480758692,-0.241239672,-1.3390335,-0.789232843
0.434631458,0.715075672,0.600861534,0.968708474,0.487761057,-0.982236012,-0.357282132,-0.166410454,-0.287453678,-0.070650534,0.910149882,0.244462958,0.849674866,-0.8569111,-0.035680183
1.332792666,1.618823329,1.544660009,2.030201529,1.299222528,-0.982236012,-0.270750739,-0.198467716,-0.45715787,-0.417277026,1.972474091,0.889563549,1.820067314,-0.428052632,0.634621464
0.770454626,1.052987617,0.953748511,1.365601546,0.791167126,-0.982236012,0.522453688,1.179994529,0.718862406,0.586115451,1.307353722,0.485666566,1.21250535,-0.696560588,0.21494612
-0.411849645,-0.136670437,-0.288630873,-0.031706378,-0.277009005,-0.982236012,1.92137786,1.019708222,0.677180675,0.367193456,-0.091048301,-0.36351861,-0.0648813,-1.261093095,-0.667412741
-0.431449081,-0.156391779,-0.309226193,-0.054869998,-0.294716502,-0.982236012,0.089796728,1.147937268,0.558090014,0.130027962,-0.114230058,-0.377595824,-0.086056947,-1.270451531,-0.682039886
0.38928948,0.669451672,0.553215644,0.915120995,0.446795951,-0.982236012,-0.270750739,-0.615212115,-0.546475866,-0.417277026,0.856520443,0.211896269,0.800686429,-0.878561212,-0.0695191
-0.10066514,-0.035890072,0.114480499,-0.010372437,-0.310153802,-0.982236012,-0.198641246,-0.198467716,-0.32913541,-0.161868032,-0.049021285,-0.765983074,-0.043238389,-0.434207006,-0.541601377
-0.668151706,-0.556708984,-0.499834806,-0.599158412,-0.748562076,-0.982236012,-0.530344916,-0.551097592,-0.620907529,-0.581468522,-0.6431562,-1.025597571,-0.581998815,-0.865524269,-0.939959621
-1.596221873,-1.408458652,-1.504488911,-1.562061732,-1.465537005,-0.982236012,-0.818782889,-0.390811285,-0.629839328,-0.654442521,-1.614807203,-1.450172327,-1.46309012,-1.570902526,-1.591436545
-0.366215554,-0.279602762,-0.172983017,-0.285889725,-0.515303149,-0.982236012,-0.530344916,-0.2946395,-0.480976002,-0.417277026,-0.327041563,-0.887467425,-0.295346655,-0.636038176,-0.728009661
-0.134806,-0.067223334,0.07752235,-0.045794702,-0.336529114,-0.982236012,-0.573610612,-0.615212115,-0.564339465,-0.380790027,-0.08476535,-0.781601879,-0.075651041,-0.460155712,-0.565567219
-0.627089138,-0.519023224,-0.455383773,-0.556554647,-0.71683944,-0.982236012,-0.775517193,1.115880006,0.182954432,-0.107137533,-0.600165393,-1.006812214,-0.543014832,-0.834314729,-0.911134952
-0.56507437,-0.462108285,-0.388251575,-0.492212286,-0.668930311,-0.982236012,0.06095293,-0.679326638,-0.570293998,-0.198355031,-0.535238502,-0.978441617,-0.484139249,-0.787180503,-0.867602479
-0.006941465,0.050126172,0.21593821,0.086868958,-0.23774815,-0.982236012,-0.530344916,0.314448468,0.174022633,-0.034163535,0.049103519,-0.723106244,0.045740999,-0.362972475,-0.475810219
0.855372471,0.841527119,1.149409909,0.981548026,0.428427206,-0.982236012,-0.270750739,-0.390811285,-0.302340011,-0.271329029,0.951910473,-0.328613736,0.864404649,0.292427863,0.129507838
-0.650192678,-0.540226829,-0.480393807,-0.58052533,-0.734687939,-0.982236012,-0.357282132,-0.166410454,-0.358908075,-0.161868032,-0.624353843,-1.017381652,-0.564948873,-0.851874538,-0.927352932
-0.839043078,-0.713546985,-0.684828058,-0.776463831,-0.88058316,-0.982236012,-0.256328841,-0.583154854,-0.421430672,-0.508494524,-0.822072385,-1.10377718,-0.744239675,-0.995409985,-1.059920147
1.297426453,1.247228483,1.627941989,1.44019357,0.769933305,-0.982236012,0.594563182,-0.262582239,-0.257681013,-0.271329029,1.414722672,-0.126382301,1.284081882,0.62841029,0.439816238
-0.479301306,-0.383388828,-0.295400555,-0.403219911,-0.602666855,-0.982236012,-0.198641246,-0.679326638,-0.65365746,-0.326059528,-0.445437658,-0.939202043,-0.402708013,-0.721988822,-0.807392406
0.859301009,0.84513259,1.153662627,0.985624012,0.431462173,-0.982236012,-0.025578462,0.314448468,0.1502045,-0.015920035,0.956023489,-0.326816504,0.868134324,0.295413742,0.132265552
-0.02302976,0.035360908,0.198522316,0.070176823,-0.250177064,-0.982236012,-0.011156563,0.667078345,0.153181767,-0.180111531,0.032259741,-0.730466339,0.030467092,-0.375200358,-0.487103711
0.385538118,0.410329922,0.640805034,0.494079433,0.065459551,-0.982236012,0.147484322,0.891479176,0.575953613,0.567871952,0.460013377,-0.543554171,0.418353286,-0.064668991,-0.200301534
-0.798136951,-0.198951961,-0.718894286,-0.775776819,-0.86579837,-0.485099939,-0.414969726,-0.775498423,-0.814429853,-0.636199021,-1.061729043,-0.616245219,-0.679378569,-1.186393721,-0.047847196
0.200394902,0.997170177,0.316099085,0.235751387,-0.10424882,-0.193619506,-0.804360991,-0.871670207,-0.87695245,-0.654442521,-0.181933185,0.115441546,0.283866989,-0.557667645,1.229653432
-0.641069413,-0.010803772,-0.556091407,-0.616664975,-0.746007787,-0.439250511,-0.472657321,0.218276684,0.546180948,-0.21659853,-0.923338496,-0.501152006,-0.527861512,-1.087496068,0.153101705
-0.704266255,-0.086506056,-0.62159589,-0.680684352,-0.794206076,-0.457698238,-0.573610612,-0.422868546,-0.439294271,-0.271329029,-0.979020565,-0.547460286,-0.588825093,-1.127287991,0.072248996
-0.406120742,0.27063673,-0.312563555,-0.378658338,-0.566819658,-0.37066688,-0.126531753,-0.615212115,-0.582203064,-0.453764025,-0.716327706,-0.328990415,-0.301215498,-0.939560521,0.453690088
0.082050386,0.855407553,0.193433204,0.115866562,-0.194506545,-0.228165335,-0.097687955,-0.454925808,-0.451203337,-0.326059528,-0.286205286,0.028723114,0.169704553,-0.632183328,1.07824595
-0.6482484,-0.019403343,-0.563532536,-0.6239374,-0.75148298,-0.441346122,-0.688985801,-0.583154854,-0.269590079,-0.709173019,-0.929663826,-0.506412499,-0.534786807,-1.092016321,0.14391706
0.35963789,1.187924295,0.481156852,0.397066996,0.017200912,-0.147135044,-0.227485043,-0.358754023,-0.39761254,-0.052407034,-0.041625871,0.232128847,0.437482621,-0.457400218,1.433385559
1.499574036,2.55343192,1.662717912,1.551839936,0.886595169,0.185622575,0.709938371,-0.134353193,-0.117749487,0.62260245,0.962759814,1.067431383,1.537135503,0.260361141,2.891795861
-0.620185087,0.014213161,-0.534444487,-0.595508829,-0.730079954,-0.433154189,-0.083266057,-0.038181408,-0.138590352,-0.289572529,-0.904937537,-0.485848754,-0.5077152,-1.074346241,0.179820672
0.468736741,1.318611714,0.594239461,0.507585818,0.100407252,-0.115288108,-0.083266057,-0.743441161,-0.373794407,0.075297463,0.054499973,0.3120724,0.542726117,-0.388706073,1.572964331
-0.25188129,0.455397209,-0.15269203,-0.222411389,-0.449185969,-0.325642996,-0.501501118,-0.422868546,-0.344021742,-0.088894033,-0.580428956,-0.215969518,-0.152426587,-0.842443573,0.651020795
-0.265260312,0.439370736,-0.166559588,-0.235964544,-0.459389738,-0.329548453,-0.530344916,-0.615212115,-0.495862335,-0.453764025,-0.59221707,-0.225773164,-0.165332819,-0.850867681,0.633903956
-0.949439544,-0.380194432,-0.875721713,-0.929048685,-0.981192207,-0.529266528,-0.530344916,-0.519040331,-0.290430945,-0.25308553,-1.195040158,-0.727114095,-0.825334405,-1.281661474,-0.241420548
-0.527510889,0.125225804,-0.438386279,-0.501628434,-0.659400191,-0.406101756,-0.616876308,-0.7113839,-0.695339192,-0.508494524,-0.823283281,-0.41794057,-0.418315939,-1.015993887,0.29838609
-0.594623542,0.044832845,-0.507949559,-0.569614589,-0.710584949,-0.425692544,-0.299594537,-0.486983069,-0.153476685,-0.052407034,-0.88241553,-0.46711821,-0.483056953,-1.058251402,0.212523575
0.1707,0.961599224,0.285319871,0.205669992,-0.126896209,-0.202287715,0.522453688,0.186219422,0.382431289,0.64084595,-0.208097048,0.093682233,0.255221452,-0.576365054,1.191662401
-0.719059319,-0.104226384,-0.636929125,-0.695669955,-0.805488291,-0.462016467,0.421500397,0.731192868,0.650385276,0.330706457,-0.992054578,-0.55830009,-0.603095397,-1.136602451,0.053323061
2.023096237,3.180549114,2.205356594,2.08217602,1.285869459,0.338443417,1.200282926,0.282391207,-0.064158689,0.421923955,1.424029691,1.451048855,2.042157385,0.589997155,3.561579143
1.494570499,2.54743828,1.657531671,1.546771276,0.882779125,0.184161998,-0.112109854,-0.390811285,0.162113567,-0.143624532,0.958351251,1.063764979,1.532308782,0.257210662,2.885394442
-0.608160702,-0.634071605,-0.94774655,-0.254622245,-0.903748729,1.706595061,-0.660142004,0.250333945,-0.19218115,-0.125381033,-0.239840771,-0.90587953,-0.498342724,-1.050422165,0.064756557
-0.878593244,-0.863347764,-1.167230326,-0.575532549,-1.083879401,1.322476337,-0.761095295,-0.647269377,-0.73999819,-0.599712022,-0.57161634,-1.04277926,-0.758900532,-1.22303628,-0.262593735
-0.777132955,-0.777328437,-1.084884884,-0.455134124,-1.01629837,1.466589158,-0.732251497,-0.647269377,-0.73999819,-0.581468522,-0.447141509,-0.991417519,-0.661145025,-1.158275295,-0.13977917
-0.421781517,-0.476056955,-0.796480704,-0.033454334,-0.779604617,1.971325534,-0.631298207,-0.486983069,-0.382726207,-0.508494524,-0.011184635,-0.811529715,-0.318769099,-0.931458383,0.29036284
-0.405047782,-0.461869881,-0.78289956,-0.013597153,-0.768458551,1.995093904,-0.112109854,-0.166410454,-0.207067482,-0.23484203,0.009344863,-0.803058679,-0.30264639,-0.920777424,0.310618512
-0.187990083,-0.277845596,-0.606734951,0.243975591,-0.623879985,2.303399723,-0.688985801,1.532624406,0.769475937,0.038810464,0.275638412,-0.693178632,-0.093514464,-0.782231884,0.573360194
-0.079990174,-0.186281895,-0.519081935,0.372134293,-0.55194302,2.456801333,-0.342860233,-0.583154854,-0.561362198,-0.326059528,0.408136265,-0.638506372,0.010541872,-0.71329673,0.704090769
-0.309838601,-0.381150323,-0.705627534,0.099383359,-0.70504128,2.130327737,-0.674563903,-0.262582239,-0.108817687,-0.107137533,0.126150629,-0.754861406,-0.210913733,-0.860006452,0.425866303
